word,cefr,first_seen,status,book,chapters,freq_book,sources,example_en,example_cn,recommended_date,card_exported
come over,a1,2026-08-30,active,little_women,5,1,little_women|ch5|1,"I just wish, though, instead of peeping, you'd come over and see us.","不过我真希望,你别总站在这儿探头探脑的,干脆过来看看我们吧。",2026-08-30,1
drive off,a1,2026-08-30,active,little_women,5,1,little_women|ch5|1,"She saw Mr. Lawrence drive off, and then sallied out to dig her way down to the hedge, where she paused and took a survey.","她眼见劳伦斯先生乘车离去,便走出去,一路拨开积雪探到树篱边,停下来四下打量。",2026-08-30,1
trustee,c1,2026-08-31,active,daddy_long_legs,1,30,daddy_long_legs|ch1|30,Had—O horrors!—one of the cherubic little babes in her own room F 'sauced' a Trustee?,“天哪，太可怕了！难道是她自己F房间里那个天使般的小家伙‘顶撞’了一位理事？”,2026-08-31,1
asylum,c1,2026-08-31,active,daddy_long_legs,1,24,daddy_long_legs|ch1|24,"Now you are finishing that, and of course the asylum cannot be responsible any longer for your support.",如今你已经毕业，孤儿院当然就不再负担你的生活费了。,2026-08-31,1
allowance,c1,2026-08-31,active,daddy_long_legs,1,12,daddy_long_legs|ch1|12,"He is giving you a very liberal allowance, almost, for a girl who has never had any experience in taking care of money, too liberal.",他给你的零用钱非常宽裕——对一个从没管过钱的姑娘来说，几乎太多了。,2026-08-31,1
correspond,c1,2026-08-31,active,daddy_long_legs,1,2,daddy_long_legs|ch1|2,"Since you have no family with whom to correspond, he desires you to write in this way; also, he wishes to keep track of your progress.",既然你没有可以通信的家人，他希望你按这种方式写信；他也想随时了解你的进步。,2026-08-31,1
pantry,c1,2026-08-31,active,daddy_long_legs,1,3,daddy_long_legs|ch1|3,"Jerusha escaped from the pantry where she had been making sandwiches for the asylum's guests, and turned upstairs to accomplish her regular work.",朱鲁莎从配餐室逃了出来——她一直在给孤儿院的客人们做三明治——上楼去干她平时的活儿。,2026-08-31,1
tuition,c1,2026-08-31,active,daddy_long_legs,1,2,daddy_long_legs|ch1|2,"Your board and tuition will be paid directly to the college, and you will receive in addition during the four years you are there, an allowance of thirty-five dollars a month.",你的膳宿费和学费将直接付给学校；此外在大学四年里，你每月还会领到三十五美元的津贴。,2026-08-31,1
predecessor,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,"But this particular first Wednesday, like its predecessors, finally dragged itself to a close.",不过这特定的第一个星期三，同以往的每一个一样，总算慢慢挨过去了。,2026-08-31,1
wrench,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,Jerusha wrenched herself from the window and refaced the troubles of life.,朱鲁莎使劲从窗边扭回身，重新面对生活的种种烦恼。,2026-08-31,1
waver,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,"It looked, for all the world, like a huge, wavering daddy-long-legs.",那影子看上去活像一只晃动着的巨大长腿叔叔。,2026-08-31,1
widen,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,The lane widens where the gravel road leaves the campus and runs down towards the village.,砾石路离开校园通向村子时，小路渐渐变宽。,2026-08-31,1
expend,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,"They were both sent through college by Mr.—er—this Trustee, and both have repaid with hard work and success the money that was so generously expended.",他们两位都是被这位——呃——理事先生送进大学的，如今都勤奋工作、事业有成，报答了那份慷慨付出的钱。,2026-08-31,1
philanthropy,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,His whole life is a quiet lesson in philanthropy done without a single flourish.,他的一生就是一堂无声的慈善课——不留一点张扬。,2026-08-31,1
numb,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,"He believes that you have originality, and he is planning to educate you to become a writer.'  'A writer?' Jerusha's mind was numbed.",“他相信你有独创性，打算把你培养成作家。”“作家？”朱鲁莎的脑子都麻木了。,2026-08-31,1
imperative,c1,2026-08-31,active,daddy_long_legs,1,1,daddy_long_legs|ch1|1,"If any point should ever arise where an answer would seem to be imperative—such as in the event of your being expelled, which I trust will not occur—you may correspond with Mr. Griggs, his secretary.",如果有任何问题非回答不可——比如你要被开除时（我相信不会发生）——你可以写信给他的秘书格里格斯先生。,2026-08-31,1
automobile,b2,2026-08-31,active,daddy_long_legs,1,5,daddy_long_legs|ch1|5,An automobile flashed past the window; Mrs. Lippett glanced after it.,一辆汽车从窗外一闪而过；李皮太太的目光追着它看。,2026-08-31,1
imagination,b2,2026-08-31,active,daddy_long_legs,1,5,daddy_long_legs|ch1|5,"In imagination she followed first one equipage, then another, to the big houses dotted along the hillside.",她凭想象跟着一辆又一辆马车，一路到了山坡上星星点点的那些大宅子。,2026-08-31,1
trim,b2,2026-08-31,active,daddy_long_legs,1,9,daddy_long_legs|ch1|9,She pictured herself in a fur coat and a velvet hat trimmed with feathers leaning back in the seat and nonchalantly murmuring 'Home' to the driver.,她想象自己穿着皮大衣、戴着饰有羽毛的天鹅绒帽子，靠在座位上，漫不经心地对司机咕哝一声：“回家。”,2026-08-31,1
corridor,b2,2026-08-31,active,daddy_long_legs,1,6,daddy_long_legs|ch1|6,The shadow pictured grotesquely elongated legs and arms that ran along the floor and up the wall of the corridor.,影子怪诞地拉长了腿和手臂，沿着地板爬去，又爬上了走廊的墙。,2026-08-31,1
lights out,toe,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,Lights out.,熄灯了。,2026-08-31,1
awfully,b2,2026-08-31,active,daddy_long_legs,2,35,daddy_long_legs|ch2|35,"That wouldn't be an awfully big wardrobe for Julia Rutledge Pendleton, perhaps, but for Jerusha Abbott—Oh, my!",对朱莉娅·拉特利奇·彭德尔顿来说，那个衣柜也许不算特别大，可对朱鲁莎·艾伯特——哦天哪！,2026-08-31,1
geometry,c1,2026-08-31,active,daddy_long_legs,2,7,daddy_long_legs|ch2|7,Geometry: Finished cylinders; now doing cones.,几何：学完了圆柱体，现在做圆锥体。,2026-08-31,1
gymnasium,c1,2026-08-31,active,daddy_long_legs,2,13,daddy_long_legs|ch2|13,The new gymnasium is so bright that we practise basketball even on the greyest afternoons.,新体育馆亮堂极了，就算是最阴沉的下午我们也能练篮球。,2026-08-31,1
examination,b2,2026-08-31,active,daddy_long_legs,2,14,daddy_long_legs|ch2|14,"She believes that if you are a Pendleton, that fact alone admits you to heaven without any further examination.",她相信，只要你姓彭德尔顿，光凭这一点就能免试直接进天堂。,2026-08-31,1
embarrass,c1,2026-08-31,active,daddy_long_legs,2,3,daddy_long_legs|ch2|3,It's very embarrassing at times.,这种时候常常让人很难为情。,2026-08-31,1
exposition,c1,2026-08-31,active,daddy_long_legs,2,2,daddy_long_legs|ch2|2,English: Studying exposition.,英语：学习说明文（的写法）。,2026-08-31,1
catalogue,c1,2026-08-31,active,daddy_long_legs,2,2,daddy_long_legs|ch2|2,"I'm still 'Jerusha' in the catalogue, but I'm 'Judy' everywhere else.",在学籍册上我还是“朱鲁莎”，可在其他所有地方我都是“朱迪”。,2026-08-31,1
precision,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,Observe with what precision I obey rules—due to my training in the John Grier Home.,瞧我遵守规则多么一丝不苟——这全靠在约翰·格里尔之家的训练。,2026-08-31,1
encyclopedia,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,"But now, when the girls talk about things that I never heard of, I just keep still and look them up in the encyclopedia.",可现在，姑娘们谈起我闻所未闻的事情时，我就闭口不言，转身去查百科全书。,2026-08-31,1
ingenuity,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,I wish Mrs. Lippett would use a little more ingenuity about choosing babies' names.,我希望李皮太太在给婴儿们起名字这件事上多动点巧思。,2026-08-31,1
mitten,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,"I've had kid mittens before from the Christmas tree, but never real kid gloves with five fingers.",圣诞树上挂的连指手套我倒是收到过，可从来没有过有五根手指的真正的皮手套。,2026-08-31,1
coward,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,"I don't want you to think I am a coward, but I do want to be like the other girls, and that Dreadful Home looming over my childhood is the one great big difference.",我不想让你觉得我是个胆小鬼，可我确实想和别的姑娘一样——那个笼罩着我整个童年的“可怕之家”是我们之间最大的差别。,2026-08-31,1
perimeter,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,The area of the convex surface of the frustum of a regular pyramid is half the product of the sum of the perimeters of its bases by the altitude of either of its trapezoids.,正棱锥台的侧面积，等于两底周长之和与其任一梯形之高的乘积的一半。,2026-08-31,1
altitude,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,The area of the convex surface of the frustum of a regular pyramid is half the product of the sum of the perimeters of its bases by the altitude of either of its trapezoids.,正棱锥台的侧面积，等于两底周长之和与其任一梯形之高的乘积的一半。,2026-08-31,1
theorem,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,It is very difficult thinking about you in the abstract like a theorem in geometry.,像这样把你当成几何课里的定理一样抽象地去想，实在太难了。,2026-08-31,1
satisfactorily,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,"I have it planned exactly what you look like—very satisfactorily—until I reach the top of your head, and then I AM stuck.",我把你的长相设想得清清楚楚——相当令人满意——直到想到你的头顶，我就卡住了。,2026-08-31,1
beetle,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,"They're grey, and your eyebrows stick out like a porch roof (beetling, they're called in novels), and your mouth is a straight line with a tendency to turn down at the corners.",你的眉毛像门廊顶棚一样凸出来——小说里管这叫“浓眉如檐”——你的嘴是一条直线，嘴角还往下撇。,2026-08-31,1
prism,c1,2026-08-31,active,daddy_long_legs,2,1,daddy_long_legs|ch2|1,On Friday last we abandoned our former works in parallelopipeds and proceeded to truncated prisms.,上个星期五我们放弃了平行六面体，开始做截头棱柱。,2026-08-31,1
filled up,toe,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,"The corridors are so filled up that you can hardly get through, and everybody is so bubbling over with excitement that studying is getting left out.","走廊里挤得人几乎走不过去,每个人都兴奋得快要迸发出来,学习这件事被彻底抛到脑后了。",2026-08-31,1
free from conditions,toe,2026-08-31,active,daddy_long_legs,3,2,daddy_long_legs|ch3|2,I passed them both and am now free from conditions.,"我两门都通过了,现在不再受任何成绩条件的约束了。",2026-08-31,1
commence,c1,2026-08-31,active,daddy_long_legs,3,10,daddy_long_legs|ch3|10,Jerusha Abbott has commenced to be an author.,朱鲁莎·艾伯特开始成为一名作家了。,2026-08-31,1
toad,c1,2026-08-31,active,daddy_long_legs,3,5,daddy_long_legs|ch3|5,"Yours for ever, Judy  8th hour, Monday  Dear Daddy-Long-Legs,  I hope you aren't the Trustee who sat on the toad?",亲爱的长腿叔叔，我希望你不是那位坐在癞蛤蟆上的理事？,2026-08-31,1
stocking,b2,2026-08-31,active,daddy_long_legs,3,9,daddy_long_legs|ch3|9,"It was a very low motive, if you must know it, that prompted the silk stockings.",跟你说实话吧，促使我买丝袜的动机实在不怎么高尚。,2026-08-31,1
maple,c1,2026-08-31,active,daddy_long_legs,3,5,daddy_long_legs|ch3|5,"Broiled lobster (35 cents), and for dessert, buckwheat cakes and maple syrup (15 cents).",烤龙虾（35 美分），甜点是荞麦饼和枫糖浆（15 美分）。,2026-08-31,1
breed,c1,2026-08-31,active,daddy_long_legs,3,2,daddy_long_legs|ch3|2,On the topmost branches of her family tree there's a superior breed of monkeys with very fine silky hair and extra long tails.,在我家族谱系树最高的枝头上，蹲着一种优良品种的猴子——毛又细又软，尾巴也格外长。,2026-08-31,1
bushel,c1,2026-08-31,active,daddy_long_legs,3,2,daddy_long_legs|ch3|2,I've read seventeen novels and bushels of poetry—really necessary novels like Vanity Fair and Richard Feverel and Alice in Wonderland.,我读了十七本小说和大量的诗——都是真正必要的小说，比如《名利场》《理查德·费弗雷尔》和《爱丽丝漫游奇境》。,2026-08-31,1
dormitory,c1,2026-08-31,active,daddy_long_legs,3,2,daddy_long_legs|ch3|2,"This dormitory, owing to its age and ivy-covered walls, is full of centipedes.",这栋宿舍楼年头久、爬满常春藤，里面全是蜈蚣。,2026-08-31,1
leak,c1,2026-08-31,active,daddy_long_legs,3,2,daddy_long_legs|ch3|2,I forgot to take any blotting paper and my fountain pen leaked.,我忘了带吸墨纸，钢笔漏水了。,2026-08-31,1
flake,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,All the world that I see from my tower is draped in white and the flakes are coming down as big as pop-corns.,从我的塔楼望出去，整个世界都裹上了白色，雪花落下来像爆米花那么大。,2026-08-31,1
steamer,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,A steamer rug. (My tower is cold.)  V.,一条轮船上盖的旅行毛毯。（我的塔楼很冷。）,2026-08-31,1
composite,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,"You don't object, do you, to playing the part of a composite family?",你不介意扮演一个“拼凑家庭”的角色吧？,2026-08-31,1
copper,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,"The kitchen is huge, with copper pots and kettles hanging in rows on the stone wall—the littlest casserole among them about the size of a wash boiler.",厨房非常大，石头墙上一排排挂着铜锅铜壶——其中最小的一口炖锅也有洗衣锅那么大。,2026-08-31,1
sardine,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,I had a supper party this evening consisting of Sallie and Julia and Leonora Fenton—and sardines and toasted muffins and salad and fudge and coffee.,今晚我办了个小小的晚宴，客人是莎莉、朱莉娅和莉奥诺拉·芬顿——吃的是沙丁鱼、烤松饼、沙拉、软糖和咖啡。,2026-08-31,1
futile,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,How futile a thing is education!,教育这东西多么无用啊！,2026-08-31,1
shaky,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,I can't write any more; I get rather shaky when I sit up too long.,我写不下去了；坐得太久，我有点发抖。,2026-08-31,1
acquisitive,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,I don't know why I am in such a reminiscent mood except that spring and the reappearance of toads always awakens the old acquisitive instinct.,我不知道自己为什么这么怀旧——大概是春天和重新出洞的蟾蜍，总唤起那种古老的占有欲吧。,2026-08-31,1
stew,c1,2026-08-31,active,daddy_long_legs,3,1,daddy_long_legs|ch3|1,We had mutton stew and pie-plant for lunch—hate 'em both; they taste like the asylum.,午饭吃的是炖羊肉和大黄派——两样都讨厌；吃起来一股孤儿院的味道。,2026-08-31,1
candy,b2,2026-08-31,active,daddy_long_legs,3,5,daddy_long_legs|ch3|5,"It was great fun, though I have seen better candy.",非常好玩，虽然我吃过比这更好的糖。,2026-08-31,1
go back,a1,2026-08-31,active,daddy_long_legs,4,1,daddy_long_legs|ch4|1,I'd rather die than go back.,"我宁愿死,也不愿回去。",2026-08-31,1
brook,c1,2026-08-31,active,daddy_long_legs,4,4,daddy_long_legs|ch4|4,We churn twice a week; and we keep the cream in the spring house which is made of stone with the brook running underneath.,我们每周搅两次黄油；奶油存在泉水屋里——那屋子是石头砌的，底下有一条小溪流过。,2026-08-31,1
locust,c1,2026-08-31,active,daddy_long_legs,4,3,daddy_long_legs|ch4|3,"A nice sleepy sermon with everybody drowsily waving palm-leaf fans, and the only sound, aside from the minister, the buzzing of locusts in the trees outside.",布道让人昏昏欲睡，人人都摇着棕榈叶扇打盹；除了牧师的声音，唯一的声响就是外面树上的蝉鸣。,2026-08-31,1
intrigue,c1,2026-08-31,active,daddy_long_legs,4,2,daddy_long_legs|ch4|2,Such an atmosphere of intrigue you should see what politicians we are!,这里的气氛全是勾心斗角——你真该看看我们这群“政客”！,2026-08-31,1
superior,b2,2026-08-31,active,daddy_long_legs,4,6,daddy_long_legs|ch4|6,I believe they're superior to grandmothers.,我相信她们比亲奶奶还要好。,2026-08-31,1
saucer,c1,2026-08-31,active,daddy_long_legs,4,1,daddy_long_legs|ch4|1,We set out a saucer of milk for the barn cat every night before we lock up.,每晚锁门前，我们都会给谷仓猫摆出一碟牛奶。,2026-08-31,1
obstruct,c1,2026-08-31,active,daddy_long_legs,4,1,daddy_long_legs|ch4|1,"The barns used to be across the road where they obstructed the view, but a kind flash of lightning came from heaven and burnt them down.",谷仓原来在路对面，挡住了视线；后来一道好心的闪电从天而降，把它们烧了个精光。,2026-08-31,1
fowl,c1,2026-08-31,active,daddy_long_legs,4,1,daddy_long_legs|ch4|1,We've oceans of little baby chickens and ducks and turkeys and guinea fowls.,我们有成群的小鸡、小鸭、小火鸡和珍珠鸡。,2026-08-31,1
buzz,c1,2026-08-31,active,daddy_long_legs,4,1,daddy_long_legs|ch4|1,"A nice sleepy sermon with everybody drowsily waving palm-leaf fans, and the only sound, aside from the minister, the buzzing of locusts in the trees outside.",除了牧师的声音，唯一的声响就是外面树上的蝉在嗡嗡叫。,2026-08-31,1
windmill,c1,2026-08-31,active,daddy_long_legs,4,1,daddy_long_legs|ch4|1,Also in a corner of the attic there is a water wheel and a windmill and some bows and arrows.,另外阁楼的角落里还有一架水轮和一架风车，还有几把弓箭。,2026-08-31,1
thresh,c1,2026-08-31,active,daddy_long_legs,4,1,daddy_long_legs|ch4|1,We're going to begin threshing oats tomorrow; a steam engine is coming and three extra men.,我们明天开始打燕麦；会来一台蒸汽机，还雇三个帮工。,2026-08-31,1
trail,b2,2026-08-31,active,daddy_long_legs,4,8,daddy_long_legs|ch4|8,"He spent the summer here once after he had been ill, when he was about eleven years old; and he left On the Trail behind.",他大约十一岁那年，病后在这里度过一个夏天；离开时留下了那本《在小径上》。,2026-08-31,1
barn,b2,2026-08-31,active,daddy_long_legs,4,7,daddy_long_legs|ch4|7,"I fell off a beam in the barn loft yesterday, while I was trying to crawl over to a nest that the black hen has stolen.",昨天我从谷仓草棚的一根横梁上摔了下来——当时我正想爬过去看那只黑母鸡偷藏的窝。,2026-08-31,1
pine,b2,2026-08-31,active,daddy_long_legs,4,4,daddy_long_legs|ch4|4,He proposed that we go to College Inn—it's just off the campus by the pine walk.,他提议去“学院旅店”——就在校园边上，松树小径旁。,2026-08-31,1
elect,b2,2026-08-31,active,daddy_long_legs,4,5,daddy_long_legs|ch4|5,"Sallie is running for class president, and unless all signs fail, she is going to be elected.",莎莉正在竞选班长；如果没有意外，她会当选。,2026-08-31,1
trunk,b2,2026-08-31,active,daddy_long_legs,4,7,daddy_long_legs|ch4|7,"I leave you now to pack a trunk, and three boxes of teakettles and dishes and sofa cushions and books.",我现在就去收拾一只大衣箱，外加三箱子茶壶、盘子、沙发垫子和书。,2026-08-31,1
athletic,b2,2026-08-31,active,daddy_long_legs,4,6,daddy_long_legs|ch4|6,We walked all over the campus from the quadrangle to the athletic grounds; then he said he felt weak and must have some tea.,我们走遍了整个校园，从四方院子一直走到运动场；然后他说他有点虚，必须喝杯茶。,2026-08-31,1
wagon,b2,2026-08-31,active,daddy_long_legs,4,3,daddy_long_legs|ch4|3,I rode on a hay wagon yesterday.,昨天我坐了一回干草车。,2026-08-31,1
scratch,b2,2026-08-31,active,daddy_long_legs,4,3,daddy_long_legs|ch4|3,"And when I came in with a scratched knee, Mrs. Semple bound it up with witch-hazel, murmuring all the time, 'Dear!",当我划破了膝盖走进来时，森普尔太太一边用药水包扎一边不停念叨：“亲爱的！”,2026-08-31,1
go off,a1,2026-08-31,active,daddy_long_legs,5,2,daddy_long_legs|ch5|2,"When you put a hungry little nine-year girl in the pantry scouring knives, with the cookie jar at her elbow, and go off and leave her alone; and then suddenly pop in again, wouldn't you expect to find her a bit crumby?","当你把一个饥肠辘辘的九岁小女孩独自留在储藏室里擦刀,饼干罐就搁在她手肘边,而你却走开把她一个人撂下,紧接着,你突然出现在门口——正好撞见她把手伸进饼干罐。",2026-08-31,1
swamp,c1,2026-08-31,active,daddy_long_legs,5,3,daddy_long_legs|ch5|3,"We kept losing the trail, and we wasted twenty-five minutes over that swamp.",我们老是迷路，光在那片沼泽里就白白耗了二十五分钟。,2026-08-31,1
utmost,c1,2026-08-31,active,daddy_long_legs,5,2,daddy_long_legs|ch5|2,"I passed everything with the utmost ease—I know the secret now, and am never going to fail again.",我轻轻松松通过了所有考试——现在我摸到诀窍了，再也不会不及格。,2026-08-31,1
transparency,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,"Sallie was elected, and we had a torchlight parade with transparencies saying, 'McBride for Ever,' and a band consisting of fourteen pieces (three mouth organs and eleven combs).",莎莉当选了，我们举着火把游行，灯牌上写着“麦克布莱德万岁”，还有一支十四件乐器（三支口琴和十一把梳子）组成的乐队。,2026-08-31,1
compress,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,I'd be willing to be black and blue all over and stay in bed a week in a witch-hazel compress.,哪怕浑身青一块紫一块、在床上躺一个星期，只要敷着药水布我也愿意。,2026-08-31,1
theatrical,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,I'm to be in the Thanksgiving theatricals.,我要参加感恩节的戏剧演出。,2026-08-31,1
knob,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,I have polished the brass knobs on my bureau until they shine like little moons.,我把五斗橱上的铜把手擦了又擦，直到它们亮得像一个个小月亮。,2026-08-31,1
mouthful,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,She takes such a tiny mouthful at each bite that dinner lasts an hour.,她每口只吃那么一小点，一顿晚饭要吃上一个钟头。,2026-08-31,1
destructive,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,Centipedes are the most destructive guests a tower room can entertain.,蜈蚣是一座塔楼房间所能招待的最具破坏性的客人。,2026-08-31,1
infancy,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,"Dear Daddy-Long-Legs,  Did you ever have a sweet baby girl who was stolen from the cradle in infancy?",亲爱的长腿叔叔，你可曾有过一个甜甜的小女孩，还在襁褓之中就被人从摇篮里偷走了？,2026-08-31,1
dazzle,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,"And after luncheon we went to the theatre—it was dazzling, marvellous, unbelievable—I dream about it every night.",午饭后我们去了剧院——那真是令人目眩神迷、妙不可言、难以置信——我夜夜梦见它。,2026-08-31,1
negro,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,"We came back Saturday night and had our dinner in the train, at little tables with pink lamps and negro waiters.",我们星期六夜里回来，在火车上用晚餐——一张张小桌配着粉色台灯，侍者是黑人。,2026-08-31,1
sham,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,I felt as though they saw right through my sham new clothes to the checked ginghams underneath.,我觉得他们一眼就看穿了我这身假冒的新衣裳，看见了底下的格子布衣。,2026-08-31,1
thereof,c1,2026-08-31,active,daddy_long_legs,5,1,daddy_long_legs|ch5|1,Sufficient unto yesterday is the evil thereof.,昨天的邪恶已经够了，它的祸患也随之而止。,2026-08-31,1
scholarship,b2,2026-08-31,active,daddy_long_legs,5,10,daddy_long_legs|ch5|10,"'The test of true scholarship,' says Chemistry Professor, 'is a painstaking passion for detail.'  'Be careful not to keep your eyes glued to detail,' says History Professor.",“真才实学的考验，”化学教授说，“是对细节的苦心痴迷。”“小心别让眼睛死盯着细节。”历史教授说。,2026-08-31,1
elbow,b2,2026-08-31,active,daddy_long_legs,5,5,daddy_long_legs|ch5|5,"We sit four at one table, and my elbows have learned to keep to their own share of it.",我们四个人挤一张桌子，我的两个胳膊肘已经学会只守自己那一份了。,2026-08-31,1
junior,b2,2026-08-31,active,daddy_long_legs,5,4,daddy_long_legs|ch5|4,"Of course we're pleased—but oh, if we could only beat the juniors!",我们当然高兴——可是唉，要是能打败三年级学长就更好了！,2026-08-31,1
terribly,b2,2026-08-31,active,daddy_long_legs,5,4,daddy_long_legs|ch5|4,I am terribly excited at the prospect.,一想到眼前的前景，我激动得不得了。,2026-08-31,1
jar,b2,2026-08-31,active,daddy_long_legs,5,4,daddy_long_legs|ch5|4,The kitchen shelf holds rows of glass jars filled with the summer's jam.,厨房的架子上摆着一排排玻璃罐，装满了夏天熬的果酱。,2026-08-31,1
